ASSERTION	AAMDAAMFAAAAAAAAAFlA
ASSERTION	AAMEAAEEAAAAAAAAwFdABgAAAAAAAECfQA==
ASSERTION	AAMEAAECBgAAAAAAAHCHQA==
RUN	uk.gov.dhsc.htbhf.ClaimSimulation	claimsimulation	1569814050109	Web-UI performance tests	3.0.3
REQUEST	1858		send_name Redirect 1	1569814145835	1569814146440	OK	 
REQUEST	2195		send_do_you_live_in_scotland_yes	1569814145845	1569814146441	OK	 
REQUEST	1824		send_nino	1569814145834	1569814146444	OK	 
USER	Scottish Scenario	2260	START	1569814146445	1569814146445
USER	Full scenarios	2275	START	1569814146445	1569814146445
REQUEST	2121		send_do_you_have_children	1569814145885	1569814146452	OK	 
REQUEST	2038		send_children_dob	1569814145865	1569814146454	OK	 
REQUEST	1886		send_name	1569814146025	1569814146455	OK	 
REQUEST	2245		send_do_you_live_in_scotland_no	1569814145842	1569814146455	OK	 
REQUEST	2037		send_children_dob	1569814146035	1569814146455	OK	 
REQUEST	1914		send_name	1569814145896	1569814146459	OK	 
REQUEST	1500		send_email_address	1569814145975	1569814146459	OK	 
REQUEST	1943		send_are_you_pregnant	1569814145896	1569814146465	OK	 
REQUEST	2241		send_do_you_live_in_scotland_no	1569814145772	1569814146469	OK	 
REQUEST	2193		send_do_you_live_in_scotland_yes	1569814146145	1569814146469	OK	 
REQUEST	1481		get unique code from session	1569814146104	1569814146470	OK	 
REQUEST	1942		send_name Redirect 1	1569814146088	1569814146475	OK	 
REQUEST	2064		send_do_you_have_children Redirect 1	1569814146114	1569814146477	OK	 
REQUEST	2243		send_do_you_live_in_scotland_no Redirect 1	1569814146162	1569814146477	OK	 
REQUEST	2247		send_do_you_live_in_scotland_no	1569814146115	1569814146478	OK	 
REQUEST	1679		select_address	1569814146165	1569814146479	OK	 
REQUEST	1610		send_email_address	1569814146215	1569814146480	OK	 
REQUEST	2178		send_dob Redirect 1	1569814146241	1569814146480	OK	 
REQUEST	1790		send_postcode Redirect 1	1569814146240	1569814146481	OK	 
REQUEST	1910		send_name	1569814145929	1569814146481	OK	 
REQUEST	1944		send_name	1569814146191	1569814146481	OK	 
REQUEST	1558		send_code Redirect 1	1569814146091	1569814146483	OK	 
REQUEST	1497		send_code Redirect 1	1569814146116	1569814146485	OK	 
REQUEST	2043		send_children_dob	1569814146158	1569814146485	OK	 
REQUEST	2192		send_dob Redirect 1	1569814146150	1569814146490	OK	 
REQUEST	1737		select_address	1569814146164	1569814146492	OK	 
REQUEST	1345		accept_terms_and_conditions	1569814145774	1569814146492	OK	 
REQUEST	2270		scotland-no	1569814146105	1569814146497	OK	 
REQUEST	1352		enter_code	1569814146024	1569814146498	OK	 
REQUEST	2035		send_children_dob	1569814146047	1569814146498	OK	 
REQUEST	1224		accept_terms_and_conditions Redirect 1	1569814145912	1569814146503	OK	 
REQUEST	2269		scotland-no	1569814146047	1569814146504	OK	 
REQUEST	1826		send_nino	1569814145964	1569814146504	OK	 
USER	Full scenarios	2276	START	1569814146505	1569814146505
USER	Scottish Scenario	2261	START	1569814146505	1569814146505
REQUEST	2182		send_dob	1569814145994	1569814146504	OK	 
USER	Full scenarios	1224	END	1569814111364	1569814146507
REQUEST	1290		accept_terms_and_conditions	1569814145599	1569814146511	OK	 
REQUEST	1616		send_phone_number	1569814146105	1569814146517	OK	 
REQUEST	1768		send_nino Redirect 1	1569814145841	1569814146518	OK	 
REQUEST	2240		send_do_you_live_in_scotland_no	1569814145915	1569814146518	OK	 
REQUEST	1461		send_code	1569814146191	1569814146538	OK	 
REQUEST	1908		send_name	1569814146104	1569814146540	OK	 
REQUEST	1435		send_code	1569814146164	1569814146540	OK	 
REQUEST	1553		send_phone_number Redirect 1	1569814146116	1569814146541	OK	 
REQUEST	2251		send_do_you_live_in_scotland_no	1569814146162	1569814146541	OK	 
REQUEST	1889		send_name	1569814146139	1569814146541	OK	 
REQUEST	2041		send_children_dob	1569814146191	1569814146541	OK	 
REQUEST	2246		send_do_you_live_in_scotland_no Redirect 1	1569814146151	1569814146550	OK	 
REQUEST	1644		send_manual_address Redirect 1	1569814146143	1569814146558	OK	 
REQUEST	1525		send_email_address Redirect 1	1569814146126	1569814146559	OK	 
REQUEST	1857		send_name Redirect 1	1569814146123	1569814146559	OK	 
REQUEST	1766		send_postcode	1569814146140	1569814146560	OK	 
REQUEST	1469		send_email_address	1569814145985	1569814146561	OK	 
REQUEST	1588		send_manual_address	1569814146191	1569814146563	OK	 
REQUEST	2006		send_children_dob Redirect 1	1569814146210	1569814146563	OK	 
REQUEST	2158		send_dob Redirect 1	1569814146209	1569814146563	OK	 
REQUEST	1476		send_email_address	1569814146247	1569814146567	OK	 
REQUEST	2194		send_do_you_live_in_scotland_yes	1569814146191	1569814146570	OK	 
REQUEST	2187		send_dob Redirect 1	1569814146191	1569814146572	OK	 
REQUEST	1920		send_name Redirect 1	1569814146303	1569814146573	OK	 
REQUEST	1370		enter_code Redirect 1	1569814146192	1569814146573	OK	 
USER	Scottish Scenario	2262	START	1569814146575	1569814146575
USER	Full scenarios	2277	START	1569814146576	1569814146576
USER	Scottish Scenario	2114	END	1569814141708	1569814146584
REQUEST	1760		select_address Redirect 1	1569814146312	1569814146585	OK	 
REQUEST	2200		send_do_you_live_in_scotland_yes	1569814146247	1569814146585	OK	 
REQUEST	2252		send_do_you_live_in_scotland_no	1569814146256	1569814146598	OK	 
REQUEST	2183		send_dob	1569814146331	1569814146599	OK	 
REQUEST	2093		send_do_you_have_children	1569814146273	1569814146600	OK	 
REQUEST	1482		send_code Redirect 1	1569814146229	1569814146600	OK	 
REQUEST	2096		send_do_you_have_children	1569814146195	1569814146602	OK	 
REQUEST	2188		send_dob Redirect 1	1569814146187	1569814146606	OK	 
REQUEST	1982		send_children_dob	1569814146292	1569814146609	OK	 
REQUEST	1951		send_name	1569814146294	1569814146609	OK	 
REQUEST	2036		send_are_you_pregnant Redirect 1	1569814146292	1569814146607	OK	 
REQUEST	2151		send_do_you_have_children	1569814146213	1569814146610	OK	 
REQUEST	1791		send_nino Redirect 1	1569814146127	1569814146611	OK	 
REQUEST	1432		send_code Redirect 1	1569814146291	1569814146603	OK	 
REQUEST	1730		send_postcode Redirect 1	1569814145989	1569814146611	OK	 
REQUEST	1552		send_email_address	1569814146267	1569814146611	OK	 
USER	Scottish Scenario	2112	END	1569814141581	1569814146615
REQUEST	2253		scotland-yes	1569814145978	1569814146611	OK	 
REQUEST	2256		scotland-yes	1569814146178	1569814146617	OK	 
REQUEST	2184		send_dob Redirect 1	1569814146158	1569814146618	OK	 
REQUEST	1465		enter_code	1569814146217	1569814146624	OK	 
REQUEST	2268		send_do_you_live_in_scotland_no	1569814146353	1569814146627	OK	 
REQUEST	1742		select_address	1569814146335	1569814146627	OK	 
USER	Scottish Scenario	2143	END	1569814142574	1569814146637
REQUEST	1642		send_manual_address	1569814146330	1569814146640	OK	 
REQUEST	1286		enter_code Redirect 1	1569814146355	1569814146644	OK	 
USER	Full scenarios	2278	START	1569814146644	1569814146644
REQUEST	1463		send_code Redirect 1	1569814146313	1569814146648	OK	 
REQUEST	1406		enter_code	1569814146331	1569814146650	OK	 
REQUEST	1732		select_address Redirect 1	1569814146339	1569814146650	OK	 
USER	Scottish Scenario	2263	START	1569814146644	1569814146644
REQUEST	2237		scotland-yes	1569814145909	1569814146628	OK	 
REQUEST	1999		send_children_dob	1569814146286	1569814146652	OK	 
REQUEST	1617		send_manual_address Redirect 1	1569814146370	1569814146651	OK	 
REQUEST	1800		send_postcode	1569814146272	1569814146651	OK	 
REQUEST	2198		send_do_you_live_in_scotland_yes	1569814146125	1569814146653	OK	 
USER	Scottish Scenario	2113	END	1569814141634	1569814146657
REQUEST	2172		send_do_you_live_in_scotland_yes	1569814146144	1569814146659	OK	 
REQUEST	1311		accept_terms_and_conditions Redirect 1	1569814146123	1569814146662	OK	 
REQUEST	1475		send_email_address	1569814145935	1569814146662	OK	 
REQUEST	2216		send_dob	1569814146272	1569814146667	OK	 
REQUEST	1821		send_nino	1569814146294	1569814146667	OK	 
REQUEST	1280		enter_code	1569814146065	1569814146668	OK	 
REQUEST	1402		enter_code Redirect 1	1569814146386	1569814146674	OK	 
REQUEST	2153		send_dob Redirect 1	1569814146131	1569814146673	OK	 
REQUEST	2070		send_do_you_have_children	1569814146105	1569814146676	OK	 
USER	Full scenarios	1311	END	1569814114165	1569814146667
REQUEST	1701		select_address Redirect 1	1569814146295	1569814146683	OK	 
REQUEST	1648		select_address Redirect 1	1569814146121	1569814146684	OK	 
REQUEST	1703		select_address Redirect 1	1569814146193	1569814146687	OK	 
REQUEST	1881		send_name	1569814145985	1569814146687	OK	 
REQUEST	2273		scotland-no	1569814146307	1569814146687	OK	 
REQUEST	2257		scotland-yes	1569814146267	1569814146688	OK	 
REQUEST	2091		send_do_you_have_children Redirect 1	1569814146122	1569814146689	OK	 
REQUEST	1350		enter_code Redirect 1	1569814146376	1569814146690	OK	 
USER	Scottish Scenario	2146	END	1569814142774	1569814146690
REQUEST	1973		send_are_you_pregnant	1569814146165	1569814146690	OK	 
REQUEST	1369		enter_code Redirect 1	1569814146336	1569814146695	OK	 
REQUEST	2129		send_do_you_have_children	1569814146396	1569814146695	OK	 
REQUEST	2176		send_do_you_live_in_scotland_yes Redirect 1	1569814146196	1569814146698	OK	 
REQUEST	2272		scotland-no	1569814146273	1569814146698	OK	 
REQUEST	1968		send_are_you_pregnant	1569814146335	1569814146699	OK	 
REQUEST	1702		select_address Redirect 1	1569814146356	1569814146700	OK	 
REQUEST	2255		scotland-yes	1569814146105	1569814146700	OK	 
REQUEST	1407		get unique code from session	1569814146335	1569814146700	OK	 
REQUEST	2271		scotland-no	1569814146178	1569814146700	OK	 
REQUEST	1619		send_phone_number Redirect 1	1569814146386	1569814146704	OK	 
REQUEST	2008		send_children_dob	1569814146331	1569814146707	OK	 
REQUEST	1498		get unique code from session	1569814146407	1569814146707	OK	 
REQUEST	1562		send_email_address Redirect 1	1569814146357	1569814146707	OK	 
REQUEST	2202		send_do_you_live_in_scotland_yes	1569814146364	1569814146707	OK	 
REQUEST	2065		send_children_dob	1569814146303	1569814146708	OK	 
USER	Scottish Scenario	2264	START	1569814146706	1569814146706
USER	Full scenarios	2279	START	1569814146706	1569814146706
REQUEST	2127		send_do_you_have_children	1569814146247	1569814146708	OK	 
REQUEST	1591		send_email_address	1569814146425	1569814146710	OK	 
REQUEST	1676		send_manual_address Redirect 1	1569814146397	1569814146720	OK	 
REQUEST	1819		send_postcode Redirect 1	1569814146393	1569814146720	OK	 
REQUEST	1913		send_name Redirect 1	1569814146375	1569814146721	OK	 
REQUEST	1851		send_nino	1569814146349	1569814146721	OK	 
REQUEST	2259		scotland-yes	1569814146375	1569814146721	OK	 
REQUEST	1467		send_email_address	1569814146335	1569814146725	OK	 
REQUEST	2174		send_do_you_live_in_scotland_yes Redirect 1	1569814146391	1569814146726	OK	 
REQUEST	1310		enter_code Redirect 1	1569814146394	1569814146726	OK	 
REQUEST	1318		accept_terms_and_conditions Redirect 1	1569814146397	1569814146729	OK	 
USER	Full scenarios	1318	END	1569814114634	1569814146729
REQUEST	1976		send_name	1569814146415	1569814146730	OK	 
REQUEST	1919		send_name	1569814146415	1569814146745	OK	 
REQUEST	2199		send_do_you_live_in_scotland_yes	1569814146385	1569814146745	OK	 
REQUEST	2128		send_dob Redirect 1	1569814146190	1569814146749	OK	 
REQUEST	2244		send_do_you_live_in_scotland_no	1569814146239	1569814146749	OK	 
REQUEST	2089		send_do_you_have_children Redirect 1	1569814146197	1569814146750	OK	 
REQUEST	1317		enter_code Redirect 1	1569814146211	1569814146753	OK	 
REQUEST	1825		send_postcode	1569814146364	1569814146755	OK	 
REQUEST	1309		accept_terms_and_conditions Redirect 1	1569814146412	1569814146755	OK	 
USER	Full scenarios	1309	END	1569814114034	1569814146759
REQUEST	1341		enter_code Redirect 1	1569814146306	1569814146762	OK	 
REQUEST	1345		accept_terms_and_conditions Redirect 1	1569814146493	1569814146763	OK	 
USER	Full scenarios	1345	END	1569814115447	1569814146766
USER	Scottish Scenario	2265	START	1569814146774	1569814146774
USER	Full scenarios	2280	START	1569814146775	1569814146775
REQUEST	2275		scotland-no	1569814146454	1569814146783	OK	 
REQUEST	2270		send_do_you_live_in_scotland_no	1569814146503	1569814146785	OK	 
REQUEST	1670		send_manual_address Redirect 1	1569814146220	1569814146786	OK	 
REQUEST	2186		send_dob	1569814146176	1569814146786	OK	 
REQUEST	1952		send_name	1569814146466	1569814146787	OK	 
REQUEST	2193		send_do_you_live_in_scotland_yes Redirect 1	1569814146470	1569814146787	OK	 
REQUEST	2181		send_dob	1569814146214	1569814146787	OK	 
REQUEST	1761		send_postcode Redirect 1	1569814146215	1569814146805	OK	 
REQUEST	2177		send_do_you_live_in_scotland_yes Redirect 1	1569814146234	1569814146806	OK	 
REQUEST	1592		send_manual_address Redirect 1	1569814146195	1569814146812	OK	 
REQUEST	1980		send_are_you_pregnant	1569814146547	1569814146819	OK	 
REQUEST	1610		send_email_address Redirect 1	1569814146480	1569814146820	OK	 
REQUEST	1918		send_name	1569814146476	1569814146820	OK	 
REQUEST	2224		send_do_you_live_in_scotland_yes	1569814146466	1569814146828	OK	 
REQUEST	1944		send_name Redirect 1	1569814146485	1569814146829	OK	 
REQUEST	2248		send_do_you_live_in_scotland_no	1569814146273	1569814146830	OK	 
REQUEST	2010		send_children_dob	1569814146285	1569814146832	OK	 
REQUEST	1829		send_nino	1569814146295	1569814146832	OK	 
REQUEST	2274		scotland-no	1569814146376	1569814146835	OK	 
REQUEST	2102		send_do_you_have_children	1569814146273	1569814146836	OK	 
REQUEST	1910		send_name Redirect 1	1569814146481	1569814146837	OK	 
REQUEST	2197		send_do_you_live_in_scotland_yes	1569814146407	1569814146838	OK	 
REQUEST	1915		send_name Redirect 1	1569814146285	1569814146835	OK	 
REQUEST	1645		send_phone_number	1569814146498	1569814146841	OK	 
REQUEST	1706		send_manual_address	1569814146575	1569814146842	OK	 
REQUEST	2180		send_dob Redirect 1	1569814146401	1569814146844	OK	 
REQUEST	2124		send_do_you_have_children	1569814146505	1569814146846	OK	 
USER	Scottish Scenario	2266	START	1569814146846	1569814146846
REQUEST	2260		scotland-yes	1569814146454	1569814146853	OK	 
REQUEST	2043		send_children_dob Redirect 1	1569814146490	1569814146853	OK	 
REQUEST	2179		send_dob	1569814146295	1569814146855	OK	 
REQUEST	1433		send_code	1569814146407	1569814146849	OK	 
REQUEST	1435		send_code Redirect 1	1569814146541	1569814146859	OK	 
USER	Full scenarios	2281	START	1569814146846	1569814146846
REQUEST	1496		send_phone_number	1569814146485	1569814146861	OK	 
REQUEST	1950		send_are_you_pregnant	1569814146485	1569814146861	OK	 
REQUEST	1400		enter_code	1569814146436	1569814146861	OK	 
REQUEST	1352		enter_code Redirect 1	1569814146498	1569814146862	OK	 
REQUEST	1792		send_postcode	1569814146476	1569814146862	OK	 
REQUEST	1552		send_email_address Redirect 1	1569814146611	1569814146862	OK	 
REQUEST	2160		send_dob	1569814146407	1569814146863	OK	 
REQUEST	2150		send_do_you_have_children	1569814146446	1569814146870	OK	 
REQUEST	2247		send_do_you_live_in_scotland_no Redirect 1	1569814146478	1569814146871	OK	 
REQUEST	1679		select_address Redirect 1	1569814146479	1569814146872	OK	 
REQUEST	1769		send_postcode	1569814146385	1569814146874	OK	 
REQUEST	1889		send_name Redirect 1	1569814146541	1569814146876	OK	 
REQUEST	1585		send_phone_number Redirect 1	1569814146401	1569814146877	OK	 
REQUEST	2276		scotland-no	1569814146505	1569814146883	OK	 
REQUEST	2213		send_dob	1569814146534	1569814146883	OK	 
USER	Scottish Scenario	2267	START	1569814146905	1569814146905
USER	Full scenarios	2282	START	1569814146905	1569814146905
REQUEST	2200		send_do_you_live_in_scotland_yes Redirect 1	1569814146585	1569814146908	OK	 
REQUEST	2252		send_do_you_live_in_scotland_no Redirect 1	1569814146598	1569814146910	OK	 
REQUEST	1762		select_address	1569814146498	1569814146911	OK	 
REQUEST	2194		send_do_you_live_in_scotland_yes Redirect 1	1569814146570	1569814146912	OK	 
REQUEST	1530		send_code	1569814146514	1569814146912	OK	 
REQUEST	1737		select_address Redirect 1	1569814146492	1569814146912	OK	 
REQUEST	1465		enter_code Redirect 1	1569814146625	1569814146913	OK	 
USER	Scottish Scenario	2138	END	1569814142244	1569814146914
REQUEST	1742		select_address Redirect 1	1569814146627	1569814146916	OK	 
REQUEST	1911		send_name	1569814146385	1569814146916	OK	 
REQUEST	1559		send_manual_address Redirect 1	1569814146315	1569814146917	OK	 
REQUEST	2241		send_do_you_live_in_scotland_no Redirect 1	1569814146469	1569814146917	OK	 
REQUEST	1798		send_nino Redirect 1	1569814146425	1569814146917	OK	 
REQUEST	2060		send_children_dob	1569814146335	1569814146918	OK	 
REQUEST	1884		send_nino	1569814146415	1569814146918	OK	 
REQUEST	2268		send_do_you_live_in_scotland_no Redirect 1	1569814146627	1569814146919	OK	 
REQUEST	1709		select_address Redirect 1	1569814146416	1569814146919	OK	 
REQUEST	1259		accept_terms_and_conditions	1569814145954	1569814146920	OK	 
REQUEST	2121		send_do_you_have_children Redirect 1	1569814146454	1569814146920	OK	 
REQUEST	1613		send_manual_address	1569814146247	1569814146925	OK	 
REQUEST	2238		send_do_you_live_in_scotland_no Redirect 1	1569814146419	1569814146925	OK	 
REQUEST	1832		send_nino	1569814146376	1569814146926	OK	 
REQUEST	1826		send_nino Redirect 1	1569814146504	1569814146926	OK	 
REQUEST	1406		enter_code Redirect 1	1569814146650	1569814146952	OK	 
REQUEST	1908		send_name Redirect 1	1569814146540	1569814146952	OK	 
REQUEST	1468		send_email_address Redirect 1	1569814146247	1569814146953	OK	 
REQUEST	2044		send_children_dob	1569814146608	1569814146954	OK	 
REQUEST	2059		send_children_dob	1569814146314	1569814146957	OK	 
REQUEST	2155		send_dob Redirect 1	1569814146294	1569814146958	OK	 
REQUEST	1344		enter_code	1569814146335	1569814146958	OK	 
REQUEST	2032		send_children_dob Redirect 1	1569814146302	1569814146958	OK	 
REQUEST	1439		get unique code from session	1569814146485	1569814146959	OK	 
REQUEST	1312		accept_terms_and_conditions Redirect 1	1569814146291	1569814146959	OK	 
REQUEST	2207		send_do_you_live_in_scotland_yes	1569814146627	1569814146962	OK	 
REQUEST	1951		send_name Redirect 1	1569814146609	1569814146962	OK	 
REQUEST	2251		send_do_you_live_in_scotland_no Redirect 1	1569814146541	1569814146967	OK	 
REQUEST	2262		scotland-yes	1569814146577	1569814146969	OK	 
USER	Full scenarios	1312	END	1569814114239	1569814146969
REQUEST	1461		send_code Redirect 1	1569814146539	1569814146970	OK	 
REQUEST	2216		send_dob Redirect 1	1569814146667	1569814146972	OK	 
REQUEST	2096		send_do_you_have_children Redirect 1	1569814146602	1569814146973	OK	 
REQUEST	2249		send_do_you_live_in_scotland_no Redirect 1	1569814146398	1569814146963	OK	 
USER	Scottish Scenario	2137	END	1569814142174	1569814146974
